Category,Subcategory,Enrichment,P-value,P-adjusted,Q-value,Expected,Observed,miRNAs/precursors
Annotations derived over miRTarBase (Gene Ontology),positive regulation of stem cell population maintenance GO1902459,over-represented,0.0056057,0.0485635,0.0485635,6.25293,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of stress-activated MAPK cascade GO0032874,over-represented,0.000313496,0.0092512,0.0092512,3.89227,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of superoxide anion generation GO0032930,over-represented,0.000787867,0.0153672,0.0153672,1.70023,7,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-874-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of synapse maturation GO0090129,over-represented,0.0035346,0.0368777,0.0368777,1.6089,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of synaptic plasticity GO0031915,over-represented,0.000482598,0.0113522,0.0113522,1.10304,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of synaptic vesicle priming GO0010808,over-represented,0.000277497,0.0087035,0.0087035,0.028103,2,hsa-miR-375-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of synoviocyte proliferation GO1901647,over-represented,0.0029523,0.033364,0.033364,0.0843091,2,hsa-miR-24-3p; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of telomerase RNA localization to Cajal body GO1904874,over-represented,0.002791,0.0322822,0.0322822,1.03981,5,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of telomerase activity GO0051973,over-represented,0.0021879,0.0280856,0.0280856,5.66276,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of telomere maintenance in response to DNA damage GO1904507,over-represented,0.0048503,0.0448873,0.0448873,2.31148,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of tolerance induction to self antigen GO0002651,over-represented,6.32046e-05,0.0039404,0.0039404,0.765808,6,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of transcription of Notch receptor target GO0007221,over-represented,5.73442e-06,0.0012416,0.0012416,1.1452,8,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of tumor necrosis factor-mediated signaling pathway GO1903265,over-represented,7.15022e-06,0.0015138,0.0015138,1.60187,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of tyrosine phosphorylation of STAT protein GO0042531,over-represented,0.0039823,0.0398034,0.0398034,4.34192,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of ubiquitin protein ligase activity GO1904668,over-represented,0.000671238,0.013697,0.013697,2.81733,9,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of uterine smooth muscle contraction GO0070474,over-represented,0.0012736,0.0198682,0.0198682,0.0562061,2,hsa-miR-151a-5p; hsa-miR-151b
Annotations derived over miRTarBase (Gene Ontology),positive regulation of vascular endothelial growth factor receptor signaling pathway GO0030949,over-represented,0.0018969,0.0260118,0.0260118,1.96721,7,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),positive regulation of viral budding via host ESCRT complex GO1903774,over-represented,0.0016749,0.0238508,0.0238508,0.9274,5,hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p
Annotations derived over miRTarBase (Gene Ontology),postsynaptic density assembly GO0097107,over-represented,0.0035189,0.0368273,0.0368273,1.09602,5,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),potassium ion binding GO0030955,over-represented,1.31613e-05,0.0019106,0.0019106,1.27869,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pre-mRNA 3-splice site binding GO0030628,over-represented,0.000316774,0.0092512,0.0092512,0.64637,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),primary miRNA binding GO0070878,over-represented,0.0058375,0.0496299,0.0496299,1.77752,6,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pronephric nephron development GO0039019,over-represented,0.000571469,0.0124619,0.0124619,0.407494,4,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),pronuclear fusion GO0007344,over-represented,0.0051907,0.0465558,0.0465558,0.36534,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein-DNA complex disassembly GO0032986,over-represented,3.20414e-06,0.000897266,0.000897266,1.06089,8,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein-propionyllysine depropionylase activity GO0106231,over-represented,0.000133278,0.0060249,0.0060249,0.28103,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein autosumoylation GO1990466,over-represented,0.0049128,0.0451393,0.0451393,0.358314,3,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4448
Annotations derived over miRTarBase (Gene Ontology),protein complex oligomerization GO0051259,over-represented,0.0027476,0.0318674,0.0318674,1.53162,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein deacetylation GO0006476,over-represented,0.000611387,0.0127575,0.0127575,1.15222,6,hsa-miR-24-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein deamination GO0018277,over-represented,0.0034746,0.0365515,0.0365515,0.0913349,2,hsa-miR-193b-3p; hsa-miR-375-3p
Annotations derived over miRTarBase (Gene Ontology),protein depropionylation GO0106230,over-represented,0.000133278,0.0060249,0.0060249,0.28103,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein destabilization GO0031648,over-represented,0.000591891,0.0126691,0.0126691,5.82436,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein disulfide isomerase activity GO0003756,over-represented,0.0032379,0.0351156,0.0351156,2.78923,8,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein insertion into ER membrane GO0045048,over-represented,0.000984088,0.017194,0.017194,1.76347,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein insertion into mitochondrial membrane involved in apoptotic signaling pathway GO0001844,over-represented,6.15454e-05,0.0039404,0.0039404,0.23185,4,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein kinase C activity GO0004697,over-represented,0.000869134,0.0165396,0.0165396,2.2904,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein kinase activity GO0004672,over-represented,0.0015648,0.0228139,0.0228139,12.5902,18,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein kinase regulator activity GO0019887,over-represented,0.0011091,0.0186607,0.0186607,0.484778,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein localization to CENP-A containing chromatin GO0061644,over-represented,0.0018993,0.0260118,0.0260118,1.42623,6,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein localization to Golgi apparatus GO0034067,over-represented,0.000914754,0.016994,0.016994,1.74239,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein localization to chromatin GO0071168,over-represented,0.000343307,0.00973,0.0097301,3.22482,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein localization to membrane GO0072657,over-represented,0.0022042,0.0282098,0.0282098,3.30211,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein lysine deacetylase activity GO0033558,over-represented,0.000137002,0.0060249,0.0060249,0.87822,6,hsa-miR-24-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein maturation by protein folding GO0022417,over-represented,0.0039444,0.0396076,0.0396076,1.64403,6,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein modification process GO0036211,over-represented,0.000269107,0.0085458,0.0085458,7.34895,15,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein phosphatase 2A binding GO0051721,over-represented,0.00097228,0.0171236,0.0171236,5.21311,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein propionyltransferase activity GO0061920,over-represented,0.000433569,0.0108788,0.0108788,0.379391,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein refolding GO0042026,over-represented,0.000148536,0.0062116,0.0062116,3.59719,11,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein secretion GO0009306,over-represented,0.000793299,0.015414,0.015414,5.10773,12,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein self-association GO0043621,over-represented,0.000287051,0.0088394,0.0088394,6.37237,14,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein sequestering activity GO0140311,over-represented,0.0057654,0.0494376,0.0494376,4.55269,10,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein serinethreonine phosphatase inhibitor activity GO0004865,over-represented,0.0021024,0.0273538,0.0273538,1.45433,6,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p
Annotations derived over miRTarBase (Gene Ontology),protein serinethreoninetyrosine kinase activity GO0004712,over-represented,0.0024313,0.0298439,0.0298439,2.66979,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-449a; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein targeting to vacuole GO0006623,over-represented,5.32944e-06,0.0012035,0.0012035,2.02342,10,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein tetramerization GO0051262,over-represented,0.0027924,0.0322822,0.0322822,2.1007,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway GO0043328,over-represented,0.000189018,0.0070102,0.0070102,1.84075,8,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),"proton-transporting ATP synthase complex, catalytic core F1 GO0045261",over-represented,0.00064173,0.0132009,0.0132009,0.751756,5,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),proton-transporting ATP synthase complex GO0045259,over-represented,0.000562396,0.0122905,0.0122905,0.730679,5,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),"proton-transporting ATPase activity, rotational mechanism GO0046961",over-represented,1.59273e-05,0.0020651,0.0020651,1.76347,9,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pulmonary valve development GO0003177,over-represented,0.0020447,0.0268108,0.0268108,0.969555,5,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pulmonary valve morphogenesis GO0003184,over-represented,7.94065e-05,0.004681,0.004681,2.726,10,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),purine nucleobase biosynthetic process GO0009113,over-represented,0.0031581,0.0348077,0.0348077,1.57377,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),purine nucleoside binding GO0001883,over-represented,0.0016306,0.0234706,0.0234706,0.0632319,2,hsa-miR-129-5p; hsa-miR-24-3p
Annotations derived over miRTarBase (Gene Ontology),pyridoxal 5-phosphate salvage GO0009443,over-represented,3.30625e-07,0.000371709,0.000371709,0.316159,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pyridoxal kinase activity GO0008478,over-represented,3.30625e-07,0.000371709,0.000371709,0.316159,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pyridoxal phosphate binding GO0030170,over-represented,0.0034558,0.0365515,0.0365515,2.81733,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pyrimidine dimer repair by nucleotide-excision repair GO0000720,over-represented,9.75989e-05,0.0049839,0.0049839,0.259953,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),pyruvate metabolic process GO0006090,over-represented,5.74253e-06,0.0012416,0.0012416,0.793911,7,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),rDNA heterochromatin GO0033553,over-represented,0.000450357,0.0111969,0.0111969,1.55269,7,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),rDNA heterochromatin formation GO0000183,over-represented,9.20266e-05,0.0049264,0.0049264,1.66511,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),rRNA metabolic process GO0016072,over-represented,0.0036609,0.0377686,0.0377686,0.323185,3,hsa-miR-129-5p; hsa-miR-34c-5p; hsa-miR-874-3p
Annotations derived over miRTarBase (Gene Ontology),reactive oxygen species biosynthetic process GO1903409,over-represented,0.0021075,0.0273538,0.0273538,0.266979,3,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),receptor catabolic process GO0032801,over-represented,0.0030495,0.0339794,0.0339794,1.06089,5,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),recycling endosome membrane GO0055038,over-represented,0.0042006,0.0409663,0.0409663,9.09836,15,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),recycling endosome to Golgi transport GO0071955,over-represented,1.15479e-05,0.0018054,0.0018054,0.154567,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-4448; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),regulation of DNA methylation GO0044030,over-represented,0.000141974,0.0061133,0.0061133,1.29274,7,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
